domain,title,ip,server,encode
tainan.bsmi.gov.tw,經濟部標準檢驗局台南分局,210.69.140.1,Apache-Coyote/1.1,utf8
xcaweb.nat.gov.tw,,210.241.69.198,,utf8
gsca.nat.gov.tw,"Microsoft Internet Information Services 8",117.56.91.1,Microsoft-IIS/8.0,utf8
safety.cla.gov.tw,,,,utf8
trains.cla.gov.tw,,,,utf8
labor.kcg.gov.tw,高雄市政府勞工局,163.29.241.25,Microsoft-IIS/7.5,utf8
www.slio.gov.tw,,,,utf8
www.khb.gov.tw,,163.29.117.5,,utf8
proj.moeaidb.gov.tw,,163.29.20.46,,utf8
tepd.moe.gov.tw,,140.111.14.170,,utf8
fatraceschool.moe.gov.tw,,210.71.254.191,,utf8
www.ahiqo.ntpc.gov.tw,新北市政府-動物保護防疫處,61.60.124.70,"Apache/2.2.25 (Win32)",utf8
www.fireprotection.tpf.gov.tw,,61.67.64.162,"Apache/2.2.8 (Win32) PHP/5.2.6",utf8
gdms.chcg.gov.tw,公文整合資訊系統,210.241.54.101,Microsoft-IIS/7.5,utf8
priori.moe.gov.tw,"國民小學及國民中學補救教學資源平台 PRIORI",140.110.122.51,Apache,utf8
library.bocach.gov.tw,彰化縣公共圖書館圖書查詢系統,210.241.56.197,Microsoft-IIS/6.0,big5
chc.familyedu.moe.gov.tw,彰化縣家庭教育中心,140.111.14.141,Microsoft-IIS/7.5,utf8
webitredu.taipei.gov.tw,,,,utf8
www.tipo.gov.tw,經濟部智慧財產局,210.69.13.60,,utf8
www.edunet.taipei.gov.tw,臺北市政府教育局,163.29.36.96,Microsoft-IIS/7.5,utf8
www.ietw.moe.gov.tw,IETW中小學國際教育資訊網:中小學國際教育網站,140.122.66.206,Apache,utf8
teeth.health.gov.tw,臺北市學童窩溝封填防齲網,210.69.108.224,Microsoft-IIS/7.5,utf8
sunology.yatsen.gov.tw,中山學術資料庫系統,210.61.20.82,"Apache/2.2.22 (Unix) PHP/5.2.17",utf8
foodtracer.taipei.gov.tw,臺北市食材登錄平台,210.69.108.241,Microsoft-IIS/8.5,utf8
www.sight-native.taipei.gov.tw,,163.29.36.96,Microsoft-IIS/7.5,utf8
www.tcrc.taipei.gov.tw,,,,utf8
ttc.familyedu.moe.gov.tw,臺東縣家庭教育中心,140.111.14.141,Microsoft-IIS/7.5,utf8
person.miaoli.gov.tw,,163.29.206.27,Microsoft-IIS/6.0,utf8
mlonline.miaoli.gov.tw,,,,utf8
olc2.moe.gov.tw,,140.111.1.25,,utf8
www.doe.taipei.gov.tw,臺北市政府教育局,163.29.36.96,Microsoft-IIS/7.5,utf8
c1pp.tcpd.gov.tw,臺北市政府警察局中正第一分局,163.29.36.96,Microsoft-IIS/7.5,utf8
www.radio.taipei.gov.tw,臺北廣播電臺,163.29.36.96,Microsoft-IIS/7.5,utf8
report.mnd.gov.tw,104年國防報告書,163.29.3.110,Microsoft-IIS/8.0,utf8
docs.e-land.gov.tw,,,,utf8
km.e-land.gov.tw,,210.69.148.142,,utf8
www.e-land.gov.tw,"宜蘭縣政府全球資訊網 - Yilan County Government",210.69.148.14,Microsoft-IIS/8.5,utf8
isports.sa.gov.tw,"首頁 - 臺灣i運動資訊平台",117.56.4.21,"Apache/2.2.11 (Win32) PHP/5.2.9-2",utf8
adapt.k12ea.gov.tw,"國中畢業生適性入學宣導網站 | 105年適性入學網站，提早規劃自己的未來發展",203.72.29.219,"Apache/2.2.15 (CentOS)",utf8
erlp.archives.gov.tw,電子檔案保存實驗室,210.69.72.57,"Apache/2.2.25 (Win64) PHP/5.3.13",utf8
www.khm.gov.tw,高雄市立歷史博物館,163.29.241.75,Microsoft-IIS/7.5,utf8
collection.khm.gov.tw,典藏查詢系統,163.32.121.205,Microsoft-IIS/7.5,utf8
crh.khm.gov.tw,高雄文獻研究中心,163.32.121.43,Microsoft-IIS/7.5,utf8
xiaolin.khcc.gov.tw,小林村平埔族群文物館,210.241.43.190,"Apache/2.4.7 (Ubuntu)",utf8
kmsp.khcc.gov.tw,高雄市皮影戲館,210.241.43.166,Microsoft-IIS/7.5,utf8
www.kcg.gov.tw,高雄市政府全球資訊網,163.29.241.2,,utf8
village.khcc.gov.tw,,210.241.43.149,Microsoft-IIS/6.0,utf8
reservation.e-land.gov.tw,,210.69.148.10,Microsoft-IIS/6.0,utf8
ws.e-land.gov.tw,,210.69.148.81,Microsoft-IIS/8.5,utf8
ylhm.e-land.gov.tw,宜蘭人文知識數位資料庫,210.69.148.225,Microsoft-IIS/7.0,utf8
www.ntpc.gov.tw,新北市政府,61.60.127.97,"Apache/2.2.23 (Unix) Resin/3.1.12",utf8
www.rde.ntpc.gov.tw,新北市政府研究發展考核委員會,61.60.98.240,,utf8
www.epd.ntpc.gov.tw,新北市政府環保局,61.60.124.70,"Apache/2.4.12 (Win32) OpenSSL/1.0.1l PHP/5.3.29 mod_wsgi/3.5 Python/2.7.9",utf8
streetlight.ntpc.gov.tw,IIS7,61.60.127.93,Microsoft-IIS/7.5,utf8
pems.tamsui.gov.tw,淡水區公所路燈報修管理系統,61.60.127.80,5.0_Pub,utf8
www1.water.gov.tw,台灣自來水公司第一區管理處,124.219.11.231,,big5
www.ntbna.gov.tw,,117.56.219.83,,utf8
einfo.ntpc.gov.tw,,61.60.98.240,,utf8
eob.ntpc.gov.tw,新北市政府資訊快報,61.60.124.70,Microsoft-IIS/8.0,utf8
www.health.ntpc.gov.tw,新北市政府衛生局,117.56.4.214,Microsoft-IIS/7.5,utf8
www.dorts.ntpc.gov.tw,新北市政府捷運工程局,61.60.124.70,"Apache/2.2.29 (CentOS)",utf8
www.tax.ntpc.gov.tw,"新北市政府稅捐稽徵處 -首頁",61.60.124.70,Apache,utf8
www.tshs.tpc.gov.tw,新北市立淡水古蹟博物館,61.60.124.178,Microsoft-IIS/6.0,utf8
market.cto.moea.gov.tw,"樂活市集 - 傳統市場:零售市場:菜市場",163.29.66.61,Microsoft-IIS/7.5,big5
rdm.ntpc.gov.tw,IIS7,61.60.124.191,Microsoft-IIS/7.0,utf8
www.vtc.ntpc.gov.tw,新北市政府職業訓練中心,61.60.98.240,,utf8
search1.ntpc.gov.tw,,61.60.124.70,Apache-Coyote/1.1,utf8
map.ntpc.gov.tw,新北市iMap,61.60.124.70,Microsoft-IIS/7.0,utf8
www.chushang.gov.tw,,210.69.126.8,,utf8
cms.nantou.gov.tw,,,,utf8
superspace.chushang.gov.tw,竹山地方文化館成果輯x竹山,52.10.45.215,nginx/1.8.0,utf8
vol.nstm.gov.tw,國立科學工藝博物館社服生申請作業,203.71.9.13,Microsoft-IIS/6.0,big5
serv.nstm.gov.tw,單一申辦服務系統,203.71.9.111,Microsoft-IIS/6.0,big5
www3.nstm.gov.tw,"::: NATIONAL SCIENCE & TECHNOLOGY MUSEUM :::",203.71.9.10,Microsoft-IIS/7.5,utf8
slc.nstm.gov.tw,"國立科學工藝博物館 科學學習中心",203.71.9.1,Microsoft-IIS/7.5,utf8
textile-clothing.nstm.gov.tw,科工衣技織長,203.71.9.1,Microsoft-IIS/7.5,utf8
energy.nstm.gov.tw,"2016 能源科技創意競賽",203.71.9.13,Microsoft-IIS/6.0,utf8
edutrain.epa.gov.tw,環境教育及訓練數位學習網,117.56.4.66,Apache-Coyote/1.1,utf8
elearn.nvri.gov.tw,動物e學院,117.56.4.66,Apache-Coyote/1.1,utf8
www1.stat.gov.tw,中華民國統計資訊網（一般民眾）,117.56.166.92,Microsoft-IIS/8.0,utf8
srh.dgbas.gov.tw,,117.56.91.10,,utf8
prochem.osha.gov.tw,化學品報備與許可平台,163.29.188.128,Microsoft-IIS/8.0,utf8
osms.osha.gov.tw,臨場訪視服務後台管理系統,163.29.188.154,Microsoft-IIS/8.0,utf8
m.bli.gov.twimg,,,,utf8
tntcc.tainan.gov.tw,台南市即時交通資訊網,61.221.199.202,Apache-Coyote/1.1,utf8
1968.nfreeway.gov.tw,,,,utf8
citypark.tainan.gov.tw,首頁-臺南市停車管理處資訊網,163.29.141.11,Microsoft-IIS/7.5,utf8
www.tna.gov.tw,臺南航空站,163.29.141.197,"Apache/2.2.17 (Win32) PHP/5.2.6",utf8
tourguide.tncg.gov.tw,大台南公車,210.241.103.238,Microsoft-IIS/8.5,utf8
2384.tainan.gov.tw,大台南公車,210.241.103.238,Microsoft-IIS/8.5,utf8
culture.tncg.gov.tw,,210.69.40.219,,utf8
cp.taipei.gov.tw,,210.69.61.100,Microsoft-IIS/7.5,utf8
www.zone.taipei.gov.tw,【土地使用分區線上核發系統】,163.29.37.158,Microsoft-IIS/8.5,utf8
law.cyhg.gov.tw,嘉義縣政府-主管法規查詢系統(外部版),210.69.166.76,Microsoft-IIS/7.5,utf8
www.cyhg.gov.tw,嘉義縣政府全球資訊網,210.69.166.64,cyhg,utf8
www1.cyhg.gov.tw,嘉義縣政府,210.69.166.62,,big5
m.miaoli.gov.tw,苗栗縣政府,163.29.206.108,"Apache/2.4.4 (Win32) OpenSSL/0.9.8y PHP/5.4.19",utf8
service.miaoli.gov.tw,苗栗縣政府民意電子信箱,163.29.206.103,Microsoft-IIS/7.5,big5
e-services.miaoli.gov.tw,,163.29.206.53,,utf8
gis.miaoli.gov.tw,苗栗縣政府「地理資訊倉儲平台」,163.29.206.57,Microsoft-IIS/8.5,utf8
www.miaoli.gov.tw,"苗栗縣政府中文版 苗栗縣政府",163.29.206.105,Apache,utf8
www.mpb.gov.tw,苗栗縣警察局全球資訊網,117.56.80.20,Microsoft-IIS/7.5,big5
www.mlshb.gov.tw,苗栗縣政府衛生局,203.65.77.251,Microsoft-IIS/7.5,utf8
www.mlepb.gov.tw,苗栗縣政府環境保護局全球資訊網,163.29.197.65,Microsoft-IIS/7.5,utf8
www.mlftax.gov.tw,苗栗縣政府稅務局租稅服務網,210.241.88.18,Apache,utf8
www.mlc.gov.tw,苗栗縣政府文化觀光局全球資訊網,210.241.51.80,Microsoft-IIS/8.0,big5
www.mlfd.gov.tw,苗栗縣政府消防局全球資訊網站-Intro,163.29.203.243,Microsoft-IIS/6.0,utf8
mlc.familyedu.moe.gov.tw,苗栗縣家庭教育中心,140.111.14.141,Microsoft-IIS/7.5,utf8
mental.mlshb.gov.tw,苗栗縣政府毒品防制及心理衛生中心,203.65.77.208,Microsoft-IIS/6.0,utf8
www.mlcg.gov.tw,,,,utf8
www.yuanli.gov.tw,"苗栗縣苑裡鎮公所-	首頁",117.56.81.41,Microsoft-IIS/7.5,utf8
www.tungshiau.gov.tw,通霄鎮公所,117.56.81.3,Microsoft-IIS/7.5,utf8
www.chunan.gov.tw,":: 竹南鎮公所全球資訊網 ::",163.29.206.105,Apache,utf8
www.toufen.gov.tw,"首頁- 頭份市公所",163.29.206.105,Apache,utf8
www.dahu.gov.tw,首頁-大湖鄉公所,163.29.206.105,Apache,utf8
www.kungkuan.gov.tw,首頁-公館鄉公所全球資訊網,163.29.206.105,Apache,utf8
www.tongluo.gov.tw,首頁-銅鑼鄉公所,163.29.206.105,Apache,utf8
www.nanchuang.gov.tw,苗栗縣政府-南庄鄉公所,163.29.206.105,Apache,utf8
www.sanyi.gov.tw,首頁-三義鄉公所,163.29.206.105,Apache,utf8
www.xihu.gov.tw,首頁-西湖鄉公所,163.29.206.105,Apache,utf8
www.sanwan.gov.tw,首頁-三灣鄉公所,163.29.206.105,Apache,utf8
www.stan.gov.tw,首頁-苗栗縣獅潭鄉公所,163.29.206.105,Apache,utf8
www.taian.gov.tw,首頁-泰安鄉公所,163.29.206.105,Apache,utf8
www.miaoli-land.gov.tw,首頁-苗栗地政事務所,163.29.206.105,Apache,utf8
law.miaoli.gov.tw,苗栗縣政府法制課,163.29.206.21,Microsoft-IIS/7.0,big5
eem.pcc.gov.tw,"永續公共工程 | 人本‧優質‧永續　青山長在.綠水長流.魚蝦常駐.人類常遊",163.29.3.158,"Apache/2.2.22 (EL)",utf8
iwork.apc.gov.tw,,117.56.210.33,,utf8
crimevideo.npa.gov.tw,,210.69.154.30,,utf8
iriver.wra.gov.tw,經濟部水利署-河川便利通,210.69.128.185,Microsoft-IIS/7.5,utf8
wr.wra.gov.tw,,210.69.128.188,Microsoft-IIS/7.5,utf8
eip.miaoli.gov.tw,,,,utf8
swc.miaoli.gov.tw,,163.29.206.73,,utf8
onestop.nat.gov.tw,公司、商業及有限合夥一站式線上申請作業,163.29.187.194,"Sun GlassFish Enterprise Server v2.1.1 Patch03",utf8
animal-adoption.coa.gov.tw,全國推廣動物認領養平台,210.69.75.38,Apache,utf8
road.miaoli.gov.tw,苗栗縣公共管線及設施資訊平台,163.29.206.41,Microsoft-IIS/7.0,utf8
bm.miaoli.gov.tw,:::苗栗縣政府建管便民服務資訊網:::,163.29.206.13,Apache-Coyote/1.1,big5
lib.miaoli.gov.tw,苗栗縣立圖書館,117.56.154.28,Microsoft-IIS/6.0,big5
recovery.pcc.gov.tw,"JavaScript 未開啟",117.56.211.27,Microsoft-IIS/7.5,utf8
ja.miaoli.gov.tw,miaoliDP,163.29.206.34,Microsoft-IIS/7.5,utf8
urbanplanning.miaoli.gov.tw,,163.29.206.22,Microsoft-IIS/7.0,utf8
en.vsip.tycg.gov.tw,"Taoyuan Virtual Science Industrial Park,",163.29.253.196,Microsoft-IIS/7.5,utf8
ba.vsip.tycg.gov.tw,"桃園MIT網 管理後台",163.29.253.196,Microsoft-IIS/7.5,utf8
www.tycg.gov.tw,桃園市政府,163.29.253.236,,utf8
www.tyht.nat.gov.tw,桃園市桃科、環科、大潭工業區服務資訊網,163.29.253.196,Microsoft-IIS/7.5,utf8
land.tainan.gov.tw,臺南市政府地政局,210.69.57.230,Microsoft-IIS/6.0,utf8
www.canet.taipei.gov.tw,"Microsoft Internet Information Services 8",210.69.61.218,Microsoft-IIS/8.0,utf8
etainan.rad.gov.tw,,117.56.91.219,,utf8
epaper.tainan.gov.tw,臺南市新聞電子報,210.69.57.194,Microsoft-IIS/7.0,utf8
ezlife.tncg.gov.tw,臺南生活網GIS地圖,210.69.40.55,,utf8
www.rad.gov.tw,地方行政研習中心全球網,210.69.78.8,Apache-Coyote/1.1,utf8
moe.familyedu.moe.gov.tw,,140.111.14.141,,utf8
www.born.taipei.gov.tw,"助妳好孕 &raquo; 打造友善生養城市",163.29.36.96,Microsoft-IIS/7.5,utf8
www.cloud.taipei.gov.tw,愛台北市政雲服務,163.29.39.101,Apache-Coyote/1.1,utf8
www.ices.taipei.gov.tw,臺北市工商業節能減碳資訊網,163.29.36.96,Microsoft-IIS/7.5,utf8
contact.taipei.gov.tw,臺北市市政信箱,163.29.36.30,Microsoft-IIS/5.0,big5
epaper.taipei.gov.tw,電子報訂閱中心,163.29.36.96,Microsoft-IIS/7.5,utf8
taipeino1.taipei.gov.tw,"臺北美好新視界 TaipeiNO1 - 臺北市政府影音平台",163.29.157.61,Apache-Coyote/1.1,utf8
english.taipei.gov.tw,"Taipei City Government",163.29.36.96,Microsoft-IIS/7.5,utf8
bilingual.taipei.gov.tw,臺北市政府雙語詞彙查詢系統,163.29.36.96,Microsoft-IIS/7.5,utf8
www.laws.taipei.gov.tw,臺北市法規查詢系統,163.29.36.23,Microsoft-IIS/7.5,utf8
news.taipei.gov.tw,臺北市政府新聞發布媒體專區,163.29.36.15,Microsoft-IIS/5.0,big5
servcloud.taipei.gov.tw,,163.29.157.28,,utf8
www.okwork.gov.tw,,117.56.40.147,,utf8
www.reading.taipei.gov.tw,閱讀臺北主題網,163.29.36.96,Microsoft-IIS/7.5,utf8
www.tpe-free.taipei.gov.tw,,60.245.64.55,,utf8
tdprc2.tfd.gov.tw,"首頁 - 臺北市防災資訊網",163.29.163.32,Microsoft-IIS/7.5,utf8
www.dbas.taipei.gov.tw,臺北市政府主計處,163.29.36.96,Microsoft-IIS/7.5,utf8
www.dosw.taipei.gov.tw,臺北市政府社會局,163.29.36.96,Microsoft-IIS/7.5,utf8
addr.taipei.gov.tw,"臺北市政府工務局 - 臺北市地理資訊e點通",163.29.36.128,Microsoft-IIS/7.5,utf8
waterpark.twd.gov.tw,自來水園區中文版,163.29.36.96,Microsoft-IIS/8.0,utf8
shihmen.wra.gov.tw,經濟部水利署石門水庫及其集水區整治計畫專屬網站,210.69.128.44,Microsoft-IIS/7.5,utf8
data.wra.gov.tw,經濟部水利署水利資料整合雲平台,117.56.10.78,Microsoft-IIS/7.5,utf8
gweb.wra.gov.tw,,210.69.128.124,Microsoft-IIS/6.0,utf8
579.wra.gov.tw,.::歡迎光臨經濟部水利署民眾及防汛護水志工水情通報平台::.,210.69.128.138,Microsoft-IIS/7.5,utf8
www.wracb.gov.tw,經濟部水利署中區水資源局,210.69.129.164,Microsoft-IIS/8.5,utf8
swreeis.wrasb.gov.tw,曾文水庫環境教育,210.69.129.209,Microsoft-IIS/7.5,utf8
sspw.wra.gov.tw,"曾文南化烏山頭水庫治理及穩定南部地區供水計畫宣導網站 - 水利署",210.69.128.44,Microsoft-IIS/7.5,utf8
cloudweb.pcc.gov.tw,IIS7,117.56.68.97,Microsoft-IIS/7.5,utf8
m.wranb.gov.tw,北水局全球網行動版,210.69.129.130,Microsoft-IIS/8.5,utf8
iwater.wranb.gov.tw,石門水庫環教平台,210.69.129.135,Microsoft-IIS/7.5,utf8
trrn.wra.gov.tw,台灣河川復育網,210.69.129.227,Microsoft-IIS/7.5,utf8
fhyv.wra.gov.tw,經濟部水利署防災資訊網,210.69.128.197,Microsoft-IIS/8.0,utf8
lib.wra.gov.tw,"Page Redirection",210.69.128.139,Microsoft-IIS/7.5,utf8
museum.wrap.gov.tw,水利規劃成果典藏互動雛型平台,210.69.129.232,Microsoft-IIS/7.5,utf8
wcds.epa.gov.tw,清除處理機構服務管理資訊系統,223.200.80.103,Microsoft-IIS/7.5,utf8
cabletvweb.ncc.gov.tw,,211.79.138.122,,utf8
freqdbo.ncc.gov.tw,,211.79.138.87,,utf8
exam1.taiwanjobs.gov.tw,,163.29.199.92,Microsoft-IIS/8.5,utf8
ins-info.ib.gov.tw,保險業公開資訊觀測站-一般大眾,163.29.133.51,Microsoft-IIS/7.5,utf8
etp.cpami.gov.tw,內政部不動產資訊平台,210.69.204.122,Microsoft-IIS/7.5,utf8
unfccc.epa.gov.tw,,223.200.80.166,Microsoft-IIS/8.5,utf8
morakotrecord.nstm.gov.tw,,,,utf8
921.gov.tw,921網路博物館,210.61.2.158,nginx/1.1.19,big5
rm.ib.gov.tw,風險管理與保險教育推廣入口網,163.29.181.172,Microsoft-IIS/7.5,utf8
portal.tsvtc.gov.tw,,,,utf8
ep.land.nat.gov.tw,網路申領地政電子謄本作業同意書,210.71.181.102,Microsoft-IIS/8.0,utf8
mobile.land.nat.gov.tw,中華電信電傳資訊系統,210.71.181.19,Microsoft-IIS/7.5,utf8
gamma.aec.gov.tw,,163.29.163.136,,utf8
www.lceb.gov.tw,歡迎光臨~中華民國內政部土地重劃工程處-全球資訊網,210.241.19.136,Microsoft-IIS/7.5,utf8
www.handicap-free.nat.gov.tw%2fApplications%2fDetail%3f+category%3d20110620145704,,,,utf8
citybus-free.taichung.gov.tw,"臺中市友善公車到站時間查詢 | 歡迎使用臺中市友善公車到站時間查詢",117.56.85.167,"Apache/2.2.22 (Debian)",utf8
ezgoen.coa.gov.tw,->,210.69.75.35,Microsoft-IIS/8.5,utf8
trade.coa.gov.tw,,,,utf8
tpbg.tfri.gov.tw,台北植物園,210.69.175.185,,utf8
dataset.tjia.gov.tw,公務統計報表與資料輯整合系統,120.108.119.37,Microsoft-IIS/7.0,utf8
taliss.coa.gov.tw,農地資訊查詢系統(ALIES)-登入頁,210.69.75.9,Microsoft-IIS/7.5,utf8
farmland.coa.gov.tw,農地管理資訊系統,210.69.75.168,Microsoft-IIS/8.5,utf8
aldoc.coa.gov.tw,建構中,210.69.75.49,Microsoft-IIS/6.0,big5
kmbeta.coa.gov.tw,"農業知識入口網 －小知識串成的大力量－/",210.69.75.224,Microsoft-IIS/8.5,utf8
agrapp.coa.gov.tw,,,,utf8
fushan.tfri.gov.tw,福山植物園,210.69.175.35,,utf8
disease.tfri.gov.tw,,,,utf8
taif.tfri.gov.tw,,210.69.175.222,,utf8
metacat.tfri.gov.tw,,210.69.175.116,,utf8
tesrieng.tesri.gov.tw,,61.60.53.184,"Apache/2.2.3 (CentOS)",utf8
plant.tesri.gov.tw,建構中,61.60.53.186,Microsoft-IIS/6.0,big5
ecoeng.tesri.gov.tw,"生態與工程入口網 - 生態與工程入口網",61.60.53.187,"Apache/2.2.26 (CentOS)",utf8
cec.tesri.gov.tw,,31.13.95.36,,utf8
wfas.tesri.gov.tw,,61.60.53.184,"Apache/2.2.3 (CentOS)",utf8
tatm.coa.gov.tw,,210.69.75.103,,utf8
landmaps.nlsc.gov.tw,,210.69.91.34,Apache-Coyote/1.1,utf8
humanrights.cy.gov.tw,"監察院 - 人權主題網",117.56.4.91,,utf8
track.egps.nlsc.gov.tw,IIS7,210.241.62.133,Microsoft-IIS/7.0,utf8
msys.coa.gov.tw,"農業行動化平台-田邊好幫手 - 會員登入",210.69.75.60,Microsoft-IIS/7.5,utf8
kmbeta2.coa.gov.tw,"「虛擬種植，知識升值」- 豆仔花園",210.69.75.45,Microsoft-IIS/8.5,utf8
ezgo.coa.gov.tw,農業易遊網,210.69.75.35,Microsoft-IIS/8.5,utf8
taft.coa.gov.tw,產銷履歷農產品資訊網,210.69.75.14,Microsoft-IIS/6.0,utf8
www.agriculture.taichung.gov.tw,,163.29.86.7,,utf8
www.agriculture.ntpc.gov.tw,歡迎光臨新北市政府農業局->,61.60.124.70,Apache,utf8
eng.taichung.gov.tw,"Taichung City Government",210.69.115.5,Microsoft-IIS/7.5,utf8
www.taichung.gov.tw,臺中市政府全球資訊網,163.29.86.7,Microsoft-IIS/7.5,utf8
e-services.taichung.gov.tw,,210.69.115.175,,utf8
subject.health.taichung.gov.tw,臺中市政府衛生局,203.65.83.84,Microsoft-IIS/6.0,big5
aids.health.taichung.gov.tw,愛滋病AIDS防治宣導,203.65.83.84,Microsoft-IIS/6.0,big5
obesity.health.taichung.gov.tw,"臺中市政府衛生局健康減重資訊網 / 官網首頁",203.65.83.74,Microsoft-IIS/6.0,utf8
ltcc2.health.taichung.gov.tw,"臺中市長期照顧管理中心 - 臺中市政府長期照顧管理中心",210.69.45.30,Apache,utf8
age-friendly.taichung.gov.tw,樂齡行動導航,163.29.201.141,Microsoft-IIS/7.0,utf8
www.legal.taichung.gov.tw,臺中市政府法制局,163.29.86.7,Microsoft-IIS/7.5,utf8
1999.taichung.gov.tw,台中市民一碼通~,210.69.115.197,Microsoft-IIS/6.0,big5
signup.hbtc.gov.tw,臺中市政府衛生局線上報名系統,210.69.45.45,Microsoft-IIS/7.5,utf8
vod.taichung.gov.tw,生活首都‧臺中視界網,163.29.86.250,Microsoft-IIS/7.5,utf8
www.secretariat.taichung.gov.tw,臺中市政府秘書處,163.29.86.7,Microsoft-IIS/7.5,utf8
www.civil.taichung.gov.tw,臺中市政府民政局,163.29.86.7,Microsoft-IIS/7.5,utf8
www.finance.taichung.gov.tw,臺中市政府財政局,163.29.86.7,Microsoft-IIS/7.5,utf8
www.economic.taichung.gov.tw,臺中市政府經濟發展局,163.29.86.7,Microsoft-IIS/7.5,utf8
www.construction.taichung.gov.tw,臺中市政府建設局,163.29.86.7,Microsoft-IIS/7.5,utf8
www.traffic.taichung.gov.tw,臺中市政府交通局,163.29.86.11,Microsoft-IIS/7.5,utf8
www.ud.taichung.gov.tw,臺中市政府都市發展局,163.29.86.7,Microsoft-IIS/7.5,utf8
www.wrs.taichung.gov.tw,臺中市政府水利局,163.29.86.7,Microsoft-IIS/7.5,utf8
www.tourism.taichung.gov.tw,臺中市政府觀光旅遊局,163.29.86.7,Microsoft-IIS/7.5,utf8
www.society.taichung.gov.tw,,210.69.115.85,Microsoft-IIS/7.5,utf8
www.labor.taichung.gov.tw,臺中市政府勞工局,163.29.86.7,Microsoft-IIS/7.5,utf8
www.police.taichung.gov.tw,臺中市政府警察局,163.29.70.72,Apache-Coyote/1.1,utf8
www.fire.taichung.gov.tw,臺中市政府消防局,210.241.98.228,Microsoft-IIS/6.0,utf8
www.epb.taichung.gov.tw,臺中市政府環境保護局,163.29.86.7,Microsoft-IIS/7.5,utf8
www.culture.taichung.gov.tw,臺中市政府文化局,210.69.115.194,Microsoft-IIS/7.5,utf8
www.land.taichung.gov.tw,臺中市政府地政局,61.60.45.149,"Apache/2.2.22 (EL)",utf8
www.news.taichung.gov.tw,臺中市政府新聞局,163.29.86.7,Microsoft-IIS/7.5,utf8
www.tax.taichung.gov.tw,臺中市政府地方稅務局,210.69.115.133,Microsoft-IIS/6.0,utf8
www.dbas.taichung.gov.tw,臺中市政府主計處,163.29.86.7,Microsoft-IIS/7.5,utf8
www.personnel.taichung.gov.tw,臺中市政府人事處,163.29.86.7,Microsoft-IIS/7.5,utf8
www.ethics.taichung.gov.tw,臺中市政府政風處,163.29.86.7,Microsoft-IIS/7.5,utf8
www.rdec.taichung.gov.tw,臺中市政府研究發展考核委員會全球資訊網,163.29.86.7,Microsoft-IIS/7.5,utf8
www.ipd.taichung.gov.tw,臺中市政府原住民委員會,163.29.86.7,Microsoft-IIS/7.5,utf8
www.hakka.taichung.gov.tw,臺中市政府客家委員會,163.29.86.7,Microsoft-IIS/7.5,utf8
www.library.taichung.gov.tw,臺中市立圖書館,210.69.115.160,Microsoft-IIS/7.0,utf8
mortuary.taichung.gov.tw,"臺中市生命禮儀管理所 - 殯葬資訊服務網",117.56.162.133,Microsoft-IIS/8.5,utf8
www.confucius.taichung.gov.tw,臺中市孔廟忠烈祠聯合管理所,163.29.86.7,Microsoft-IIS/7.5,utf8
www.sport.taichung.gov.tw,臺中市體育處,163.29.86.7,Microsoft-IIS/7.5,utf8
www.family.taichung.gov.tw,臺中市家庭教育中心,163.29.86.7,Microsoft-IIS/7.5,utf8
tcrt.taichung.gov.tw,臺中市捷運工程處全球資訊網,163.29.86.11,Microsoft-IIS/7.5,utf8
www.animal.taichung.gov.tw,臺中市動物保護防疫處,163.29.86.7,Microsoft-IIS/7.5,utf8
www.links.taichung.gov.tw,臺中市海岸資源漁業發展所,163.29.86.7,Microsoft-IIS/7.5,utf8
www.scenic.taichung.gov.tw,臺中市風景區管理所,163.29.86.7,Microsoft-IIS/7.5,utf8
www.charity.taichung.gov.tw,臺中市立仁愛之家,163.29.86.7,Microsoft-IIS/7.5,utf8
www.dvc.taichung.gov.tw,臺中市家庭暴力及性侵害防治中心,163.29.86.7,Microsoft-IIS/7.5,utf8
www.doli.taichung.gov.tw,臺中市勞動檢查處,163.29.86.7,Microsoft-IIS/7.5,utf8
www.eso.taichung.gov.tw,臺中市就業服務處,163.29.86.7,Microsoft-IIS/7.5,utf8
www.tchac.taichung.gov.tw,臺中市文化資產處,163.29.86.239,Microsoft-IIS/7.5,utf8
